brand,family,reference,name,movement,produced,caseMaterial,caseGlass,caseBack,caseShape,caseDiameter,caseHeight,caseLugWidth,dialColor,dialMaterial,dialIndexes,dialHands,limited
a. lange & söhne,lange 1,115.022,grand lange 1 yellow gold / champagne,"a. lange & söhne caliber l901.2hours, minutes, small seconds | big date | power reserve indicator",2008 - 2011,yellow gold,sapphire,open,round,41.90 mm,11.00 mm,22.00 mm,champagne,,mixed,alpha,no
a. lange & söhne,lange 1,116.050,lange 1 timezone dresden,"a. lange & söhne caliber l031.1hours, minutes, small seconds, additional 12 hour hand (adjustable), day / night indication | big date | power reserve indicator",2016/10/25,honey gold,,,round,41.90 mm,11.00 mm,22.00 mm,silver,,,,"yes, 100 units"
a. lange & söhne,lange 1,191.066,lange 1 white gold / 25th anniversary,"a. lange & söhne caliber l121.1hours, minutes, small seconds | big date | power reserve indicator",2019,white gold,sapphire,hinged,round,38.50 mm,9.80 mm,,silver,,mixed,alpha,no
a. lange & söhne,lange 1,182.830,kleine lange 1 moonphase pink gold / silver,"a. lange & söhne caliber l121.2hours, minutes, small seconds | big date | moonphase | power reserve indicator",2017,pink gold,sapphire,open,round,36.10 mm,9.80 mm,,silver,yellow gold,mixed,alpha,no
a. lange & söhne,lange 1,182.086,kleine lange 1 moonphase white gold / gold-flux,"a. lange & söhne caliber l121.2hours, minutes, small seconds | big date | moonphase | power reserve indicator",2021,white gold,sapphire,open,round,36.10 mm,9.80 mm,,blue,aventurine,mixed,alpha,no
a. lange & söhne,lange 1,110.031,lange 1 soirée pink gold,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2006 - 2007,pink gold,sapphire,open,round,38.50 mm,9.80 mm,,white,mother of pearl,mixed,alpha,no
a. lange & söhne,lange 1,109.032,lange 1 moonphase pink gold,"a. lange & söhne caliber l901.5hours, minutes, small seconds | big date | moonphase | power reserve indicator",2003,pink gold,sapphire,open,round,38.50 mm,10.40 mm,,silver,,mixed,alpha,no
a. lange & söhne,lange 1,112.049,lange 1 sincere,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2003 - 2003,platinum,sapphire,open,round,38.50 mm,9.80 mm,,silver,white gold,mixed,alpha,"yes, 100 units"
a. lange & söhne,lange 1,101.031,lange 1 pink gold black,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",1998 - 2015,pink gold,sapphire,open,round,38.50 mm,9.80 mm,,black,,mixed,alpha,no
a. lange & söhne,lange 1,112.046,lange 1 floral,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2007 - 2007,pink gold,sapphire,closed,round,38.50 mm,10.00 mm,20.00 mm,gold,pink gold,mixed,alpha,"yes, 25 units"
a. lange & söhne,lange 1,101.325,lange 1 platinum / silver / stealth,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2007 - 2009,platinum,sapphire,open,round,38.50 mm,10.00 mm,20.00 mm,silver,,mixed,alpha,no
a. lange & söhne,lange 1,160.029,lange 1 white gold mop / bracelet,"a. lange & söhne caliber l901.4hours, minutes, small seconds | power reserve indicator",2001 - 2002,white gold,sapphire,open,round,38.50 mm,10.40 mm,20.00 mm,white,mother of pearl,mixed,alpha,no
a. lange & söhne,lange 1,112.021,lange 1a gold guilloche,"a. lange & söhne caliber l901.1hours, minutes, small seconds | big date | power reserve indicator",1998 - 2001,yellow gold,sapphire,open,round,38.50 mm,10.00 mm,20.00 mm,gold,yellow gold,mixed,alpha,"yes, 100 units"
a. lange & söhne,lange 1,113.041,kleine lange 1 pink gold blue mother of pearl,"a. lange & söhne caliber l901.4hours, minutes, small seconds | power reserve indicator",2015,pink gold,sapphire,open,round,36.10 mm,10.00 mm,19.00 mm,blue,mother of pearl,mixed,alpha,"yes, 20 units"
a. lange & söhne,lange 1,320.028,lange 1 daymatic white gold / blue,"a. lange & söhne caliber l021.1hours, minutes, small seconds | big date, day",2017,platinum,sapphire,open,round,39.50 mm,10.40 mm,20.00 mm,blue,silver,mixed,alpha,no
a. lange & söhne,lange 1,116.066(aka: 116066),lange 1 timezone white gold / 25th anniversary,"a. lange & söhne caliber l031.1hours, minutes, small seconds, additional 12 hour hand (adjustable), day / night indication | big date | power reserve indicator",2009 - 2013,white gold,sapphire,open,round,41.90 mm,11.00 mm,22.00 mm,silver,,stick / dot,alpha,"yes, 25 units"
a. lange & söhne,lange 1,704.032,lange 1 tourbillon pink gold,"a. lange & söhne caliber l961.1hours, minutes, small seconds | big date | power reserve indicator, tourbillon escapement",2000 - 2002,pink gold,sapphire,open,round,38.50 mm,9.80 mm,,silver,,mixed,alpha,"yes, 250 units"
a. lange & söhne,lange 1,704.025,lange 1 tourbillon platinum,"a. lange & söhne caliber l961.1hours, minutes, small seconds | big date | power reserve indicator, tourbillon escapement",2000 - 2002,platinum,sapphire,open,round,38.50 mm,9.80 mm,,silver,,mixed,alpha,"yes, 250 units"
a. lange & söhne,lange 1,116.021,lange 1 timezone yellow gold,"a. lange & söhne caliber l031.1hours, minutes, small seconds, additional 12 hour hand (adjustable), day / night indication | big date | power reserve indicator",2005,yellow gold,sapphire,open,round,41.90 mm,11.00 mm,,silver,,mixed,alpha,no
a. lange & söhne,lange 1,109.021,lange 1 moonphase yellow gold,"a. lange & söhne caliber l901.5hours, minutes, small seconds | big date | moonphase | power reserve indicator",2003 - 2013,yellow gold,sapphire,open,round,38.50 mm,10.40 mm,,silver,,mixed,alpha,no
a. lange & söhne,lange 1,101.022,lange 1 yellow gold painted,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",1995 - 2005,yellow gold,sapphire,open,round,38.50 mm,9.80 mm,,silver,,mixed,alpha,no
a. lange & söhne,lange 1,110.041,lange 1 soiree white gold,"a. lange & söhne caliber l901.4hours, minutes, small seconds | power reserve indicator",2001 - 2009,white gold,sapphire,open,round,38.50 mm,10.40 mm,20.00 mm,white,mother of pearl,mixed,alpha,no
a. lange & söhne,lange 1,109.033x,lange 1 moonphase dresden set,"a. lange & söhne caliber l901.5hours, minutes, small seconds | big date | moonphase | power reserve indicator",2006 - 2006,pink gold,sapphire,open,round,38.50 mm,10.40 mm,20.00 mm,grey,,mixed,alpha,"yes, 8 units"
a. lange & söhne,lange 1,813.043,kleine lange 1 soirée pink gold / black mop,"a. lange & söhne caliber l901.4hours, minutes, small seconds | power reserve indicator",2007,pink gold,sapphire,open,round,36.10 mm,10.00 mm,19.00 mm,black,mother of pearl,mixed,alpha,no
a. lange & söhne,lange 1,139.032(aka: 139032),grand lange 1 moonphase pink gold / silver,"a. lange & söhne caliber l095.3hours, minutes, small seconds | big date | moonphase | power reserve indicator",2014,pink gold,sapphire,open,round,41.00 mm,9.50 mm,20.00 mm,silver,,,,no
a. lange & söhne,lange 1,819.048,little lange 1 moonphase white gold - diamond / mop,a. lange & söhne caliber l901.9,2009 - 2010,white gold,sapphire,open,round,36.80 mm,10.40 mm,20.00 mm,white,mother of pearl,mixed,alpha,"yes, 150 units"
a. lange & söhne,lange 1,191.028(aka: 191028),lange 1 white gold / blue,"a. lange & söhne caliber l121.1hours, minutes, small seconds | big date | power reserve indicator",2017,white gold,sapphire,open,round,38.50 mm,9.80 mm,,blue,silver,mixed,alpha,no
a. lange & söhne,lange 1,117.025dub,grand lange 1 platinum / dubail,"a. lange & söhne caliber l095.1hours, minutes, small seconds | big date",2012,platinum,sapphire,open,round,40.90 mm,8.80 mm,,blue,mother of pearl,mixed,alpha,no
a. lange & söhne,lange 1,101.050,lange 1 honey gold,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2015,rose gold,sapphire,open,round,38.50 mm,9.80 mm,,silver,,mixed,alpha,no
a. lange & söhne,lange 1,136.029(aka: 136029),lange 1 timezone white gold / black,"a. lange & söhne caliber l141.1additional 12 hour hand (adjustable), day / night indication, hours, minutes, small seconds | big date | power reserve indicator",2020,white gold,sapphire,open,round,41.90 mm,10.90 mm,22.00 mm,black,silver,stick / dot,alpha,no
a. lange & söhne,lange 1,345.033,lange 1 perpetual calendar pink gold / grey,"a. lange & söhne caliber l021.3hours, minutes, small seconds | big date, day, leap year, month, perpetual calendar | moonphase",2020,pink gold,sapphire,open,round,41.90 mm,12.10 mm,22.00 mm,grey,silver,mixed,alpha,no
a. lange & söhne,lange 1,117.028(aka: 117028),grand lange 1 white gold / black,"a. lange & söhne caliber l095.1hours, minutes, small seconds | big date",2012,white gold,sapphire,open,round,40.90 mm,8.80 mm,,black,,mixed,alpha,no
a. lange & söhne,lange 1,101.029,lange 1 luminous,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2003 - 2007,platinum,sapphire,open,round,38.50 mm,9.80 mm,,black,,mixed,alpha,no
a. lange & söhne,lange 1,115.021,lange 1 yellow gold yellow,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2003 - 2008,yellow gold,sapphire,open,round,38.50 mm,9.80 mm,,gold,,mixed,alpha,no
a. lange & söhne,lange 1,101.027,lange 1 white gold blue,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",1997 - 2002,white gold,sapphire,open,round,38.50 mm,9.80 mm,,blue,,mixed,alpha,no
a. lange & söhne,lange 1,151.025,lange 1 platinum bracelet,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",1995 - 2002,,sapphire,open,round,38.50 mm,9.80 mm,,silver,,mixed,alpha,no
a. lange & söhne,lange 1,101.047,lange 1 leon martens maastricht,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2007 - 2009,pink gold,sapphire,open,round,38.50 mm,10.00 mm,20.00 mm,brown,,mixed,alpha,"yes, 10 units"
a. lange & söhne,lange 1,116.533,lange 1 time zone rose gold / grey / bracelet,"a. lange & söhne caliber l031.1hours, minutes, small seconds, additional 12 hour hand (adjustable), day / night indication | big date | power reserve indicator",2009 - 2010,rose gold,sapphire,open,round,41.90 mm,11.00 mm,22.00 mm,grey,,mixed,alpha,no
a. lange & söhne,lange 1,811.062,kleine lange 1 20th anniversary platinum / black,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2014 - 2014,platinum,sapphire,open,round,36.10 mm,10.00 mm,19.00 mm,black,yellow gold,mixed,alpha,"yes, 20 units"
a. lange & söhne,lange 1,115.025,grand lange 1 platinum / silver,"a. lange & söhne caliber l901.2hours, minutes, small seconds | big date | power reserve indicator",2003 - 2008,platinum,sapphire,open,round,41.90 mm,10.00 mm,22.00 mm,silver,,mixed,alpha,no
a. lange & söhne,lange 1,115.026,grand lange 1 platinum / silver,"a. lange & söhne caliber l901.2hours, minutes, small seconds | big date | power reserve indicator",2008 - 2013,platinum,sapphire,open,round,41.90 mm,11.00 mm,22.00 mm,silver,,mixed,alpha,no
a. lange & söhne,lange 1,139.021,grand lange 1 moonphase yellow gold,"a. lange & söhne caliber l095.3hours, minutes, small seconds | big date | moonphase | power reserve indicator",2014,yellow gold,sapphire,open,round,41.00 mm,9.50 mm,20.00 mm,champagne,silver,mixed,alpha,no
a. lange & söhne,lange 1,116.049 rs,lange 1 timezone concorso 2015,"a. lange & söhne caliber l031.1hours, minutes, small seconds, additional 12 hour hand (adjustable), day / night indication | big date | power reserve indicator",2012,white gold,sapphire,hunter,round,41.90 mm,12.50 mm,22.00 mm,silver,,mixed,alpha,"yes, 1 unit"
a. lange & söhne,lange 1,"720.038(aka: 720038f, 720038)",lange 1 tourbillon perpetual calendar white gold,"a. lange & söhne caliber l082.1additional 24 hour hand (adjustable), hours, minutes, small seconds | date, day, leap year, month, perpetual calendar | moonphase | tourbillon escapement",2016,white gold,sapphire,open,round,41.90 mm,12.20 mm,22.00 mm,grey,silver,mixed,alpha,no
a. lange & söhne,lange 1,192.066,lange 1 moonphase day / night white gold / 25th anniversary,"a. lange & söhne caliber l121.3hours, minutes, small seconds, day / night indication | big date | power reserve indicator",2016,white gold,sapphire,open,round,38.50 mm,10.50 mm,20.00 mm,silver,silver,mixed,alpha,"yes, 25 units"
a. lange & söhne,lange 1,320.066,lange 1 daymatic white gold / 25th anniversary,"a. lange & söhne caliber l021.1hours, minutes, small seconds | big date, day",2019,platinum,sapphire,open,round,39.50 mm,10.40 mm,20.00 mm,silver,silver,mixed,alpha,"yes, 25 units"
a. lange & söhne,lange 1,136.021(aka: 136.021),lange 1 timezone yellow gold / champagne,"a. lange & söhne caliber l141.1additional 12 hour hand (adjustable), day / night indication, hours, minutes, small seconds | big date | power reserve indicator",2020,yellow gold,sapphire,open,round,41.90 mm,10.90 mm,22.00 mm,champagne,silver,stick / dot,alpha,"yes, 100 units"
a. lange & söhne,lange 1,117.025(aka: 117025),grand lange 1 platinum / silver,"a. lange & söhne caliber l095.1hours, minutes, small seconds | big date",2012,platinum,sapphire,open,round,40.90 mm,8.80 mm,,silver,,mixed,alpha,no
a. lange & söhne,lange 1,117.021,grand lange 1,"a. lange & söhne caliber l095.1hours, minutes, small seconds | big date",2012,yellow gold,sapphire,open,round,40.90 mm,8.80 mm,,champagne,,mixed,alpha,no
a. lange & söhne,lange 1,101.035,lange 1 darth,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",1994 - 2015,platinum,sapphire,open,round,38.50 mm,9.80 mm,,black,,mixed,alpha,no
a. lange & söhne,lange 1,111.032,kleine lange 1 pink gold,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",1998 - 1999,pink gold,sapphire,open,round,36.10 mm,9.80 mm,,silver,,mixed,alpha,no
a. lange & söhne,lange 1,101.033,lange 1 pink gold grey,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2003 - 2010,pink gold,sapphire,open,round,38.50 mm,9.80 mm,,grey,,mixed,alpha,no
a. lange & söhne,lange 1,101.005,lange 1 platinum,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",1994 - 1997,platinum,sapphire,closed,round,38.50 mm,9.80 mm,,silver,,mixed,alpha,no
a. lange & söhne,lange 1,101.049,lange 1 platinum cellini,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2002 - 2002,platinum,sapphire,open,round,38.50 mm,9.80 mm,,white,,mixed,alpha,"yes, 25 units"
a. lange & söhne,lange 1,109.332,lange 1 moonphase rose gold / silver / bracelet,"a. lange & söhne caliber l901.5hours, minutes, small seconds | big date | moonphase | power reserve indicator",2007 - 2009,rose gold,,,round,38.50 mm,10.40 mm,20.00 mm,silver,,mixed,alpha,no
a. lange & söhne,lange 1,111.046,kleine lange 1 floral set,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2007 - 2007,rose gold,sapphire,closed,round,36.10 mm,10.00 mm,19.00 mm,gold,pink gold,mixed,alpha,"yes, 25 units"
a. lange & söhne,lange 1,811.064,kleine lange 1 20th anniversary pink gold,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2014 - 2014,pink gold,sapphire,open,round,36.10 mm,10.00 mm,19.00 mm,silver,yellow gold,mixed,alpha,"yes, 20 units"
a. lange & söhne,lange 1,101.065,lange 1 20th anniversary pink gold black,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2014 - 2014,pink gold,sapphire,open,round,38.50 mm,10.00 mm,20.00 mm,black,yellow gold,mixed,alpha,"yes, 20 units"
a. lange & söhne,lange 1,320.032,lange 1 daymatic pink gold,"a. lange & söhne caliber l021.1hours, minutes, small seconds | big date, day",2010,pink gold,sapphire,open,round,39.50 mm,10.40 mm,20.00 mm,silver,silver,mixed,alpha,no
a. lange & söhne,lange 1,116.032m,lange 1 timezone leon martens maastricht,"a. lange & söhne caliber l031.1hours, minutes, small seconds, additional 12 hour hand (adjustable), day / night indication | big date | power reserve indicator",2007 - 2009,rose gold,,,round,41.90 mm,11.00 mm,22.00 mm,silver,,,,"yes, 10 units"
a. lange & söhne,lange 1,101.062,lange 1 20th anniversary platinum,"a. lange & söhne caliber l901.0hours, minutes, small seconds | big date | power reserve indicator",2014 - 2014,platinum,sapphire,open,round,38.50 mm,10.00 mm,20.00 mm,black,yellow gold,mixed,alpha,"yes, 20 units"
a. lange & söhne,lange 1,116.049,lange 1 timezone concorso,"a. lange & söhne caliber l031.1hours, minutes, small seconds, additional 12 hour hand (adjustable), day / night indication | big date | power reserve indicator",2012,white gold,sapphire,hunter,round,41.90 mm,12.50 mm,22.00 mm,silver,,mixed,alpha,"yes, 1 unit"
